speaker,timestamp,conversation_text,transcript,other_text,condition,rationality,social_impact,valence
Speaker 2,10:21,"I mean, so, just, like, the general theme of it is just, like, o- like, trying to open up to so- you know, like, we're just trying to talk about or something, so.",1031,[],empathy,0.975146386,-0.014471927,0.162158003
Speaker 1,10:28,"Um, like, are you at, are you, are you, like, uh... What, um, what year are you in?",1031,[],empathy,0.824065038,-0.045940624,0.137347877
Speaker 2,10:34,"Uh, sophomore.",1031,[],empathy,0.707363456,-0.049272598,-0.029704902
Speaker 1,10:35,"Okay, I'm a freshman.",1031,[],empathy,0.785459279,-0.093288277,0.034875105
Speaker 2,10:36,"Oh, nice.",1031,[],empathy,0.359177069,-0.04803933,0.328527652
Speaker 1,10:39,"Um, are you, um... What's your major?",1031,[],empathy,0.777839515,0.005405208,0.105354285
Speaker 2,10:44,Philosophy.,1031,[],empathy,0.812853935,-0.261895377,0.143407218
Speaker 1,10:46,Okay.,1031,[],empathy,0.812721377,-0.120297631,-0.004907734
Speaker 2,10:47,What are you? What are you thinking?,1031,[],empathy,0.989881631,-0.14748512,0.173357832
Speaker 1,10:49,"I'm not sure yet. Like, psych's a possible one, but I'm not 100% sure yet.",1031,[],empathy,0.989004595,-0.103708829,0.140501201
Speaker 2,10:53,"Nice. Yeah, how's it been, um, like, this fall and stuff?",1031,[],empathy,0.855552288,0.008991309,0.080378394
Speaker 1,10:58,"Yeah, so honestly, like, I, like, I was surprised that I wo- I would like, kinda, like it so much, 'cause I hated online school. My senior year, I kinda, just, like, slept through all my classes.",1031,[],empathy,0.828248771,-0.066826856,0.082670459
Speaker 2,11:06,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,11:06,"All the teachers have been, like, extremely helpful, like, they've... That's what I've liked so far the most about Princeton, just how like good all my teachers have been. Because I've always, like, just for example, like my writing sem, like, I've always been, like, a terrible writer in high school. It's like my big weakness. And my, um, writing sem teacher is, like, help, so helpful. Like, she... Like, I'm always, like, emailing her. She emails me back, like, right away. So that's, what's, um... So, I've definitely been very, like, impressed so far.",1031,[],empathy,0.803970704,-0.029145515,0.130442544
Speaker 2,11:37,"Good. And then are you gonna be back in Princeton, in the, in the spring?",1031,[],empathy,0.95012976,-0.011659537,0.121901334
Speaker 1,11:41,"Um, I'm, I actually have a meeting tonight with the football team about that, because we're not 100% sure, um, like, um, if they want us back or not. 'Cause people have been hearing different things. 'Cause, some people have heard that they don't want us back 'cause it's gonna be mess with getting everybody workouts.",1031,[],empathy,0.888091277,-0.032768444,0.117512485
Speaker 2,11:57,"Yeah. Yeah. I think a fair amount of people will be there, though. Like, it seems like most are goin' back.",1031,[],empathy,0.955440485,-0.082238644,0.11190828
Speaker 1,12:06,"Yeah, honestly, though, like, if the rules are gonna be, like, this strict, where you can't, like, have any be stuck in the one county and then all that, like, I'd rather just be off campus, to be honest with you.",1031,['inaudible 00:12:11'],empathy,0.902638404,-0.049809756,0.121126515
Speaker 2,12:16,"Yeah. Yeah, I think off campus would be preferable, for sure.",1031,[],empathy,0.972665603,-0.123854297,0.066668375
Speaker 1,12:22,"Yeah. 'Cause what I'm doin', what I did this semester, it was a lot of fun.",1031,[],empathy,0.927636915,-0.074408016,0.140619025
Speaker 2,12:25,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,12:26,"I like to practice with other football players, it was a good time.",1031,[],empathy,1.033529461,-0.029252337,0.238335073
Speaker 2,12:27,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,12:27,"That was, like, a completely different experience. And, like, I'll probably never, like, have an experience like this again, unless it's next semester.",1031,[],empathy,0.848319693,-0.019445637,0.124624091
Speaker 2,12:36,"Yeah. No, honestly, I was in, for September, I was in with a bunch of, bunch of guys, just livin' there. And it was... It kinda sucks because we can't... Or like, I'm probably not gonna do, like, study abroad now, which I, like, wanted to do. I feel, like, that's a kinda just go live somewhere with, like, new, with new people and stuff. But, like, uh, like I said, I can go live somewhere else with friends, like, it's fun.",1031,"['inaudible 00:12:41', 'inaudible 00:12:51']",empathy,0.875692098,-0.06500987,0.123522551
Speaker 1,12:59,"Yeah. No, it is. And especially, like, now, 'cause like I was just getting to know, like, these people and I, I, like... And if we go somewhere else, there'd be, like, more football players, so I'd get to know like... I'll become, like, way better friends with more people and-",1031,[],empathy,0.878784077,-0.015839405,0.16280336
Speaker 2,13:14,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,13:15,... I think it would be interesting.,1031,[],empathy,1.053262034,-0.158565958,0.144083757
Speaker 2,13:17,"Yeah. If the team doesn't go back though, will you guys all get another house somewhere else or something?",1031,[],empathy,0.951040868,-0.009937037,0.139476315
Speaker 1,13:21,"Yeah, probably, like, Florida or in Nashville, is what we're lookin' at. But, I'm not sure yet, 'cause it, uh, it's, it's like, very interesting situation. 'Cause, because, like, I've, like, like I've heard different things from different coaches about whether bring y'all back or not.",1031,[],empathy,0.889297341,-0.051374602,0.071826202
Speaker 2,13:42,"Yeah. Have you guys... Do you think people have been, like, making fr- I mean, like, obviously, you, you have the team, but, like, how have freshman been, like, meeting, like, other people, you know, like personally?",1031,[],empathy,0.85095753,-0.016276001,0.168803698
Speaker 1,13:52,"Um, I gotta be honest with you, I have no idea.",1031,[],empathy,0.897133897,-0.097379102,0.181919918
Speaker 2,13:55,Yeah. 'Cause-,1031,[],empathy,0.793317539,-0.210913753,-0.052395733
Speaker 1,13:56,"Like, I'm just gonna-",1031,[],empathy,0.823898303,-0.158419088,0.004014462
Speaker 2,13:57,... pretty tough.,1031,[],empathy,0.716395972,-0.065967034,0.057661706
Speaker 1,14:00,"Like, I, I think a lot of these, a lot of freshman are like, really in, like, GroupMe and they just, like, reach out on social media. But, I, I haven't done that. Like, I've been just makin' friends from football.",1031,[],empathy,0.866710392,-0.058151894,0.116461421
Speaker 2,14:10,"Yeah. No, that makes sense, then.",1031,[],empathy,0.912907239,-0.024974745,0.217406914
Speaker 1,14:12,"Yeah. But, yeah, that must be rough, 'cause I know there's some freshmen that are definitely not like, um, like very, like, social or talkative. And, like, and I mean, if you're on campus, you have to be and you make friends that way.",1031,[],empathy,0.848350439,-0.020155197,0.144790893
Speaker 2,14:26,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,14:27,"But, if you just Zoom and you have to reach out, like, there's definitely a lot of freshmen that just aren't talkin' to people.",1031,[],empathy,0.944259795,-0.064061977,0.191396697
Speaker 2,14:33,"Yeah, that must be rough.",1031,[],empathy,0.843570112,-0.097290747,0.086084724
Speaker 1,14:35,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,14:37,"Uh, and hopefully in the spring, they get a chance to, to do it. But it's just weird. I was thinkin' about that the other day, like, so weird to like start, like, start your experience, you know, like, nothing.",1031,[],empathy,0.917632411,0.000618425,0.16107517
Speaker 1,14:47,"Yeah. No, for sure. Yeah, I mean another thing is, like, I don't really know what I'm missing too, so it's not too bad. Because, like, I don't, like, how it would be if I was on campus.",1031,[],empathy,0.916160171,-0.078116688,0.074016283
Speaker 2,14:57,"Yeah, that's true.",1031,[],empathy,0.77813652,-0.113638054,0.129782283
Speaker 1,14:58,"I'm just like comparing ra- like, this semester to, like, the end of my senior year and it's, like, a lot better than that.",1031,[],empathy,0.859592905,0.001214261,0.11353447
Speaker 2,15:05,It's better? Yeah.,1031,[],empathy,0.694336904,-0.194968676,0.12627476
Speaker 1,15:06,"Yeah. I mean, it's a lot more work, but at the end, like, I'm definitely learning more and, like, I... it just... Like, at the end of my senior year, I was just, like, ready to leave high school.",1031,[],empathy,0.915823087,-0.008813636,0.122106211
Speaker 2,15:16,"Yeah. It was just like doing nothing, for months and months. Just, like, waiting. What else are you taking, uh, this term?",1031,[],empathy,0.940927274,-0.078291605,0.110477205
Speaker 1,15:24,"Um, I'm, I'm taking, um, my writing sem. I'm taking, um, what else, uh, a math class and Swahili. 'Cause I was always bad at languages in high school and I heard, like, Swahili's a good starting point because, like, nobody knows anything going into it.",1031,[],empathy,0.932160243,-0.042893466,0.082998281
Speaker 2,15:42,"Yeah, it's sick. How is it?",1031,[],empathy,0.803638117,-0.123970457,0.009660802
Speaker 1,15:44,Hmm?,1031,[],empathy,0.871560258,-0.367879644,-0.057847513
Speaker 2,15:45,How is it?,1031,[],empathy,1.146195128,-0.069253463,0.162360946
Speaker 1,15:46,"Oh, I, I like it a lot. Like, um, definitely, like, what people told me, 'cause I was afraid of, like, starting up with like Spanish or something, when, like, right off the bat, they're, like, already talkin', like, paragraphs at a time. And I was I was goin' fail out of that. And Swahili, like, we started off pretty slow. Like, it was, like, I, I just, I struggle with languages, but, um, it's definitely been like a good time. I've, I've liked it a lot. And teacher's like really cool. Um, and it's just like an interesting class. It's definitely, like, interesting to like learn about stuff that, like, you never really think you'd learn about.",1031,['inaudible 00:15:58'],empathy,0.874983968,-0.04682137,0.128056627
Speaker 2,16:19,"Yeah, totally. Yeah, that is awesome, like, also taking a language that, like, no one else knows. It's pretty cool.",1031,[],empathy,0.864419584,-0.037854037,0.170438033
Speaker 1,16:27,"Yeah, yeah. Yeah, and, like, when you tell people that you take Swahili, and they're just like, I guess they get the conversation started, you know what I mean, they're like, ""Wait, what is that?""",1031,[],empathy,0.912844265,-0.03640535,0.152907113
Speaker 2,16:37,"Yeah, that's good though. I'm glad you're enjoying writing sem, too, because, like, a lot of people, I think, a lot of people-",1031,[],empathy,0.853447803,-0.093485233,0.164416361
Speaker 1,16:42,"Oh, a lot of people hated it.",1031,[],empathy,0.85390756,0.011666502,0.107114012
Speaker 2,16:42,... think it sucks.,1031,[],empathy,0.923757061,-0.154591501,-0.048825443
Speaker 1,16:43,"I was terrified, 'cause I was like a... I was an awful writer in high school and I was, like, I'm gonna... this class is gonna, like, kill me. And I didn't even... Like, when they gave out those, like, choices, I just, like, I didn't even, like, I didn't even do it. So I got paired into a random one and I just got kinda lucky.",1031,[],empathy,0.895444269,-0.088272374,0.097993064
Speaker 2,17:00,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,17:01,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,17:03,"Yeah, I, I just picked a couple random ones too. They're, uh, I think they're all pretty comparable, like, and then the topic like doesn't even matter that much. Oh, what is, what's yours?",1031,[],empathy,0.895727731,-0.0347896,0.1404089
Speaker 1,17:11,"Love and social change, so it's not bad.",1031,[],empathy,0.758303817,0.073934407,0.05625449
Speaker 2,17:20,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,17:34,"Wait, so you in, um... What psych class are you in, 'cause I, I think you could be in different one than me.",1031,[],empathy,0.921919494,-0.079172982,0.094716143
Speaker 2,17:38,"I'm in neuroscience, actually.",1031,[],empathy,0.933623845,-0.140548082,0.045332418
Speaker 1,17:40,"Oh, I gotchu. So, I'm in psych... I mean I have psych class, I'm in, uh, social psych.",1031,[],empathy,0.728151168,-0.110678916,-0.005859722
Speaker 2,17:44,"Oh, yeah?",1031,[],empathy,0.574259541,-0.062553906,0.020107584
Speaker 1,17:45,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,17:46,"And you guys have to do, like, a certain amount of, uh, studies?",1031,[],empathy,0.998450094,0.001697134,0.212684324
Speaker 1,17:49,Yeah. How is neuro? I was thinking about taking it next semester.,1031,[],empathy,1.137426019,-0.135000755,0.070213012
Speaker 2,17:54,"It's okay. I mean, uh, I'm, like, I'm really not science guy. I'm just taking it for the requirement. But, but it's interesting, like, I'm enjoying it so far.",1031,[],empathy,0.900875092,-0.07487878,0.12347085
Speaker 1,18:02,Gotcha.,1031,[],empathy,0.852049775,0.004258298,-0.086744177
Speaker 2,18:02,"Got pretty, pretty, uh, uh, pretty, like, technical, but it's, it's cool to learn.",1031,[],empathy,0.741560632,-0.020010221,0.128257302
Speaker 1,18:07,Mm-hmm. Yeah.,1031,['affirmative'],empathy,0.727522268,-0.295760807,-0.008206806
Speaker 2,18:08,"Yeah, we gotta do... This is my last, like, study. We need four, like, four credits, I think.",1031,[],empathy,0.887605424,-0.048092805,0.125549475
Speaker 1,18:13,"Oh, yeah, same with me, it's my last one too.",1031,[],empathy,0.791904859,0.010430357,0.118400743
Speaker 2,18:15,"Yeah, yeah. I started getting those emails, like, ""You're not gonna complete it on time.""",1031,[],empathy,0.957411601,-0.049657188,0.091684263
Speaker 1,18:22,"Yeah, I thought I, I th- I almost missed one, that was, like, a two-hour one. I was, like, freaking out. 'Cause I was in Texas and it was like, just, I like was trying to get, like, on it and then I was like an hour late, too, 'cause the time zone difference. And I was like, ""Oh, no, 'cause I'm gonna have to write like four essays 'cause of this.""",1031,[],empathy,0.949535353,-0.078756795,0.096486
Speaker 2,18:38,"Yeah, you got... If you miss it, you gotta make it up with the essay.",1031,[],empathy,0.966004741,-0.074360427,0.16242155
Speaker 1,18:43,"Because it was like, it was like for every half an hour, you have to write, like, an essay. And it was like, it was like, the longest one on there. And I was like, ""Oh, no."" I sent, like, the, the researcher, like, four email, like, four emails in a row. I was like-",1031,[],empathy,0.931342227,-0.034598271,0.118179458
Speaker 2,18:53,Yeah.,1031,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,18:53,"... ""Please let do it. I'm so sorry.""",1031,[],empathy,0.801586975,-0.078207512,0.01455244
Speaker 2,18:53,"Oh. Yeah, there's that one massive study that gave you, like, all four credits in one, for like four hours worth, yeah.",1031,[],empathy,0.877656535,-0.050216356,0.166031973
Speaker 1,19:02,"Yeah, I, I, I literally drove to the gym and I realized I missed it. And I drove so f- fast back to my apartment. I was freaking out.",1031,[],empathy,0.953214076,-0.101603647,0.073855078
Speaker 2,19:11,"Anything to avoid the essays, yeah.",1031,[],empathy,0.958530881,-0.046829403,0.009536523
Speaker 1,19:19,"Yeah. But I got lucky, they let me in and got it done.",1031,[],empathy,0.969275851,-0.097739657,0.167502925
Speaker 2,19:19,"That's good. Yeah, I mean, honestly, they're pretty interesting. Like, eh, uh, you know, just like stuff you have to do, but, like, some of them are, I don't know, pretty cool.",1031,[],empathy,0.803637247,-0.072062443,0.150720718
Speaker 1,19:27,"Yeah, for sure.",1031,[],empathy,1.018828221,-0.066854328,0.242169093
Speaker 2,19:30,Mm.,1031,[],empathy,0.57610189,-0.260281843,0.044109252
Speaker 1,19:34,"Yeah, but, um, how much more time does it say you got? 'Cause mine's like just right now.",1031,[],empathy,0.967202346,-0.016643189,0.172010251
Speaker 2,19:41,"30, 30 seconds.",1031,[],empathy,0.515084725,0.022665472,-0.103414376
Speaker 1,19:42,"Okay. Yeah, Mine's at zero now, but, okay.",1031,[],empathy,0.903917504,-0.084120846,0.010553671
Speaker 2,19:44,Oh. Mine.,1031,['inaudible 00:19:46'],empathy,0.499771113,-0.035739085,-0.016274498
Speaker 2,0:26,"Okay. Um, where are you from?",1032,[],control,0.895314189,-0.056018956,0.114679655
Speaker 1,0:29,"Um, I'm from Shanghai, China. What about you?",1032,[],control,0.844857785,-0.085517615,0.04256719
Speaker 2,0:32,"Oh, that's, like, so cool. Um, I'm from Connecticut, so it's not that exciting. Um, but yeah.",1032,[],control,0.786363906,-0.056797898,0.095659285
Speaker 1,0:39,Mm-hmm. Is that where you are right now?,1032,['affirmative'],control,1.000957517,-0.096301362,0.154499629
Speaker 2,0:42,"Yeah, I'm in my home right now. Um, are you, what, do you go to college in the US? Like-",1032,[],control,0.947471668,0.01030402,0.099733155
Speaker 1,0:49,"Yeah, well, I, I go to Princeton.",1032,['laugh'],control,0.877381207,-0.133342232,0.09255062
Speaker 2,0:52,"Okay. We, I didn't know if, like, random people could just like do this or...",1032,[],control,0.898467274,-0.102229785,0.111254771
Speaker 1,0:58,"Yeah, no, I think it's, I'm doing this for, um, like my, my psychology class.",1032,[],control,0.867038638,-0.059818817,0.072088701
Speaker 2,1:03,"Yeah, I know, me too.",1032,[],control,0.79701936,-0.110867326,0.068818334
Speaker 1,1:03,"Like, I'm now Psych 101.",1032,[],control,0.748867329,-0.047614032,-0.050462638
Speaker 2,1:05,"Yeah, same.",1032,[],control,0.763345218,0.021533026,0.069356768
Speaker 1,1:06,"And we have, the, like, requirement. Yeah.",1032,[],control,0.986948417,-0.060232022,0.132010197
Speaker 2,1:07,"The four, yeah, the four hours.",1032,[],control,0.854583599,-0.07310281,0.120851072
Speaker 1,1:09,Mm-hmm.,1032,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,1:10,"Um, yeah.",1032,[],control,0.744079873,-0.114342485,-0.033991067
Speaker 1,1:12,"How's, um, how's this week going for you?",1032,[],control,1.083984492,-0.050330839,0.127778865
Speaker 2,1:16,"Um, it's good. I feel like it's so much harder to focus just 'cause now it's, like, reading period. Like, I'm a freshman, so this is, like, my first time doing everything. Um, but yeah, I don't know.",1032,[],control,0.873730454,-0.038825482,0.112693588
Speaker 1,1:28,"Yeah, no. I'm also a freshman. It's been, like, just really hard to focus.",1032,[],control,0.857876724,-0.081747598,0.13874373
Speaker 2,1:31,Yeah. Yeah. Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,1:34,Mm-hmm.,1032,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,1:34,"I was so upset when, um, um, they, like, announced, like, literally two weeks before we were supposed to go, that we couldn't go back.",1032,[],control,0.94759574,-0.033062483,0.060344215
Speaker 1,1:43,"I know. Yeah, no, I had, like, everything, um, ready. I was, like, set to go. Um, and I was also, like, in, well, I actually also stayed in the US, like, over the summer because I was like, oh, it's not worth it going home.",1032,[],control,0.924449207,-0.064504422,0.10602138
Speaker 2,1:56,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,1:56,"Um, I went to high school in the US, so like, I was just like, oh, I'm not gonna go home. 'Cause then it's like too much of hassle to come back.",1032,[],control,0.854387812,-0.012156497,0.058082016
Speaker 2,2:02,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,2:02,"Um, and they literally canceled two weeks before school started.",1032,[],control,0.942304628,0.005429005,0.017406814
Speaker 2,2:06,"Wait did you go to, like, boarding school or, like?",1032,[],control,0.849947821,0.021224354,0.065747422
Speaker 1,2:09,"I did, Yeah.",1032,[],control,0.982259974,-0.228570305,0.065494702
Speaker 2,2:10,What boarding school did you go to?,1032,[],control,0.967513723,-0.00390806,0.107728011
Speaker 1,2:12,I went to St. Paul's in New Hampshire.,1032,[],control,0.938838661,-0.09552116,0.05621159
Speaker 2,2:15,"I've actually heard of that before. Yeah. Um, so is, like, are, is your, like, family from, um, China and, like, you just like moved for high school to the US? So was, like, all of your family members still there, it was just you?",1032,[],control,0.938186091,-0.002096153,0.167628366
Speaker 1,2:29,"Yeah, so like all my, um, all my family are still here. Um, I just, like, went to high school, uh, in moved here.",1032,['crosstalk 00:02:38'],control,0.849835233,0.027232973,0.130959279
Speaker 2,2:39,"Oh, are you gonna like, are you planning to come back in the spring?",1032,[],control,0.978528715,0.017469205,0.133132982
Speaker 1,2:43,I think I am. Yeah. What about you?,1032,[],control,0.959076289,-0.207436421,0.075090518
Speaker 2,2:45,"Yeah, I think I am too. Um, but, like, I'm kind of scared because it's like, looks like it's gonna be, like, literally solitary confinement. So I'm like, hmm. But I think I'm still gonna go.",1032,[],control,0.774004971,-0.121164944,0.032509221
Speaker 1,2:58,"Yeah, no I've no, like I... The two weeks just, like, being alone in your room does not, um, sound fun at all. Like, I'm, I just, I also don't really, they need to give us more details about, like, how it's gonna work actually. 'Cause right now it's just, like, super unclear.",1032,[],control,0.833249498,-0.037899351,0.13784878
Speaker 2,3:13,"Yeah. They're, like, talking about, like, social contracts and I'm like, I'm, like, getting, like, scared. I'm like, this makes it seem, like, so bad, like, the social contract thing. I was like, are you kidding me? Um, yeah, I have no idea what it's gonna be like, but also like what sucks is, like, the two weeks of, um, like, where we have to like, um, quarantine, like, it's not like we even have class, so I'm like, what am I gonna do? Like, if we like can't go outside or anything, I'm literally gonna be, like, so depressed. So, I feel like that's-",1032,['laugh'],control,0.793276543,-0.048493282,0.079654096
Speaker 1,3:45,"So I quarantined when I went from like, when I went from the US back to China, like, I had to quarantine in a hotel-",1032,['crosstalk 00:03:45'],control,0.978810424,-0.066852433,0.072340774
Speaker 2,3:51,Oh yeah.,1032,[],control,0.574259541,-0.062553906,0.020107584
Speaker 1,3:52,"For two weeks and at first it was, like, kind of nice because I was jet lagged and whatever. I was like, oh, like, you know, I'll just sleep and like-",1032,[],control,0.861015795,-0.049015189,0.17252173
Speaker 2,3:58,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,3:59,"And just, like, relax. But then after, like, day three, I was so done. I was going crazy in my room.",1032,[],control,0.958850204,-0.071310149,0.098663927
Speaker 2,4:05,"Yeah. Literally, like I go crazy without any, like, social interaction. So like, yeah. It was, like, so hard for me in like, the, in the, in, um, spring. 'Cause I was like, are you kidding me? Like, I, I, can't not hang out with my friends, like, this is so hard. So, um, but yeah, I think I'd literally go crazy, like, in those two weeks. Like, I need to, like, I can only watch, like, movies for so long and then I get, like, bored.",1032,['laugh'],control,0.834928523,-0.040158012,0.100551544
Speaker 1,4:30,"I know. Yeah. And then like, it sucks because you can't even, like, I, I feel like you can't, they make it sound like you can't even go out and, like, go on a run or something like you just have to stay inside.",1032,[],control,0.836121559,-0.046109667,0.117806118
Speaker 2,4:42,"Yeah. I literally hope that we get to, like, see the outside.",1032,[],control,0.807721684,-0.013829427,0.260517321
Speaker 1,4:46,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,4:47,That would be horrible if we didn't.,1032,[],control,0.909065942,-0.18892107,-0.019407066
Speaker 1,4:50,"Yeah. No. Um, so what, um, what are you thinking of studying? Like, what are you thinking of majoring in?",1032,[],control,1.034960557,-0.086334423,0.110861219
Speaker 2,4:58,"I am completely, like, undecided, like, I have no idea. So, like, right now I'm just taking a variety of classes. Um, and, like, next semester I'm, I'm planning on taking, like, totally different classes than what I'm taking this semester. Um, but yeah, I really don't know yet. I'm just still figuring that out. What about you?",1032,[],control,0.941725642,-0.068268033,0.101952448
Speaker 1,5:18,"Um, no, I'm also like, I'm, I'm with you there, like, I'm pretty undecided. Um, so I'm just like, I think I've been, generally, like, pretty interested in SPIA, but um, like I, I'm still, it's still, like, very much up in the air. I'm also just taking really random classes. Like, I'm taking psychology and then, like, also econ and, like, a language class. It just, you know, all over the place.",1032,[],control,0.823050554,-0.063660633,0.118021325
Speaker 2,5:40,"Wait, what Econ long class did you take?",1032,[],control,0.914658532,-0.043798496,0.082209332
Speaker 1,5:44,I'm in ECO 100.,1032,[],control,0.673586889,-0.004638336,0.006316698
Speaker 2,5:46,Is that micro?,1032,[],control,1.032107703,-0.053384774,0.122660323
Speaker 1,5:47,That's micro? Yeah.,1032,[],control,0.679884868,-0.08173324,-0.031672814
Speaker 2,5:48,"Okay. So I'm planning on taking that next semester and I'm scared, 'cause I've gotten people being like, ""Yeah, it's so hard, like, good luck."" But then I've also gotten people being like, ""No, it's so easy."" And I'm like, oh my God. Like, which one is it? Like, do you think it's bad?",1032,[],control,0.88898655,-0.058793154,0.091919569
Speaker 1,6:01,"No, I think it's, it's manage, it's manageable. It's not, um... Like, the p-sets are kind of hard, but you can work with other people on those. So that's, like, not too bad. Um, 'cause, like, when you work together, it's, like, usually, it, like, it takes less time and, like, it's just, like, easier when you're-",1032,[],control,0.842071807,-0.050206621,0.103671492
Speaker 2,6:18,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,6:19,"Like, doing it with other people. Um, but I, what I will say is kind of annoying, I don't know if, like, next semester they're still gonna have, um, what's it called? Like, online. So we have these mini quizzes that you do, um, like three times a week. And you think they're, like, fine, 'cause each one of them is one point, but then you can't, like, work with anyone else on those. And so it's so easy to just, like, forget to do them or, like, mess up. Um, like that's just, that's the only thing that's, like, really annoying",1032,[],control,0.912530651,-0.05063687,0.115551247
Speaker 2,6:46,And it's only one point?,1032,[],control,1.171928707,-0.09789289,0.161568982
Speaker 1,6:48,"Well, so, like, each one is only one point. So, like, every week you would have, like, three points worth of mini quizzes.",1032,[],control,0.970964059,-0.047245381,0.170049692
Speaker 2,6:55,"Three point. Oh, I see.",1032,[],control,0.872571702,-0.04904863,0.10057223
Speaker 1,6:58,Yeah.,1032,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,6:58,"Damn. Yeah. I have heard about those, and are those, like, hard?",1032,[],control,0.827079337,-0.075841758,0.128603565
Speaker 1,7:03,"They're not, like, hard, but it's just like, you're like, oh whatever. Like, let me just, you know, they're all like multiple choice. So you're, you're just like, it's so easy to just be like, oh, like whatever. Um, and then you end up, like, getting them wrong. Like, I've actually gotten them wrong, like, a bunch of times.",1032,[],control,0.799386263,-0.033300217,0.101205997
Speaker 2,7:17,Yeah. Damn.,1032,[],control,0.728750498,-0.154553382,-0.156882585
Speaker 1,7:19,Mm-hmm.,1032,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,7:20,"I'm, like, kind of scared about that. But yeah, what other, what classes are you taking, um, next semester?",1032,['laugh'],control,0.917179757,-0.006112964,0.129044269
Speaker 1,7:28,"Um, so I'm taking, um, POL 240, I think that's, um, international relations and that should be pretty interesting.",1032,[],control,0.885998364,-0.027815107,0.101835042
Speaker 2,7:37,That's cool.,1032,[],control,0.517748407,-0.076662161,0.160794634
Speaker 1,7:37,"And, um, I'm debating if I wanna take macro economics, but, like, I don't know. I, I'll, I'll decide in the next couple days. What are you thinking of taking?",1032,[],control,0.942060809,-0.099248213,0.078849235
Speaker 2,7:50,"Um, so I'm taking, I think Econ, I'm trying to get into this, like, foundation, so, like, entrepreneurship class, because I heard it's, like, gotten, like, really good reviews and, like, a lot of people like it.",1032,[],control,0.862182393,-0.050772136,0.129650168
Speaker 1,8:02,Right.,1032,[],control,1.0883696,0.091314213,-0.05284302
Speaker 2,8:02,"But I don't know if I'll get into it because a lot of people, like, um, try to get into that class. Um, but I'm also looking at like, SOC, and, like, taking this geology class, just like, honestly like, just so many different things. But I have to Spanish because, you know. Um, but yeah.",1032,['laugh'],control,0.91076481,-0.047316863,0.13943891
Speaker 1,8:26,"Mm-hmm. No, that sounds cool. No, I feel like it's good because, like, that you're taking just like a wide variety of classes, because, like, from what I've heard is that, like, people come in and they think they're gonna major in something, but then it just ends up being totally different.",1032,['affirmative'],control,0.885880891,-0.04880737,0.128998163
Speaker 2,8:40,"Yeah. Like, I have so many friends on, like, the water polo team, like, that they're, like, saying, like, they changed their major, like, three times. So yeah.",1032,[],control,0.804868697,0.00513766,0.114665893
Speaker 1,8:49,"Mm-hmm. Yeah. Have you been able to, like, meet a lot of other girls on the water polo team?",1032,['affirmative'],control,0.845837129,-0.022216809,0.182909436
Speaker 2,8:55,"Yeah. Um, I've been able to, like, visit... Because a lot of people had, like, um, apartments in Princeton in the fall.",1032,[],control,0.859925403,-0.048448925,0.109346346
Speaker 1,9:04,"Right, yeah.",1032,[],control,0.919874799,-0.02727486,-0.034253006
Speaker 2,9:05,"And I really only, live, like an hour and 45 minutes away, so, like, it wasn't bad. So I'd sometimes just drive down, like, see everyone. Um, but like, I don't know. I've also, like, hung out with them, I don't know, in the past too, which is nice. But yeah.",1032,[],control,0.818935037,-0.055292347,0.089025112
Speaker 1,9:22,"Oh, that's good. That's nice. I know a lot of people, there are, like, some girls, um, on the softball team in my other, like, in some of my other classes and they're all, like, living, staying in an apartment at Princeton and it looks really fun.",1032,[],control,0.820424147,0.024071966,0.193174868
Speaker 2,9:35,"Yeah. I know some people on the softball team in my class too. Do you know who, um, Kate is?",1032,[],control,0.909347972,0.006506496,0.141631292
